Genero_Usuario,Idade_Usuario,Veiculo,Loja_Aluguel,Data_Aluguel,Hora_Aluguel,Loja_Devolucao,Data_Devolucao,Hora_Devolucao
M,41,11134,77,01/02/2020,7:19:25,67,01/02/2020,7:22:19
M,26,4349,135,01/02/2020,7:19:31,277,01/02/2020,7:47:53
M,25,8203,211,01/02/2020,7:19:39,452,01/02/2020,7:24:43
M,24,15334,260,01/02/2020,7:20:15,479,01/02/2020,7:38:29
F,29,10194,145,01/02/2020,7:20:27,149,01/02/2020,7:23:53
M,28,12374,280,01/02/2020,7:20:41,150,01/02/2020,7:27:50
M,24,11099,126,01/02/2020,7:20:58,146,01/02/2020,7:27:38
M,53,7567,53,01/02/2020,7:21:03,77,01/02/2020,7:26:19
M,29,10624,227,01/02/2020,7:21:44,220,01/02/2020,7:24:02
F,30,11945,70,01/02/2020,7:22:00,37,01/02/2020,7:28:09
F,16,10623,111,01/02/2020,7:22:19,41,01/02/2020,7:30:32
F,60,9651,111,01/02/2020,7:22:33,41,01/02/2020,7:30:42
M,39,7756,116,01/02/2020,7:23:01,106,01/02/2020,7:36:37
F,19,8787,126,01/02/2020,7:23:10,137,01/02/2020,7:26:56
F,34,8045,45,01/02/2020,7:23:41,66,01/02/2020,7:29:38
M,58,7617,248,01/02/2020,7:23:49,133,01/02/2020,7:45:17
M,30,9215,8,01/02/2020,7:23:53,238,01/02/2020,7:44:01
M,45,8933,91,01/02/2020,7:23:53,132,01/02/2020,7:39:28
M,49,15022,160,01/02/2020,7:23:56,222,01/02/2020,7:38:54
M,53,12035,419,01/02/2020,7:24:50,386,01/02/2020,7:30:58
M,28,12202,450,01/02/2020,7:24:54,271,01/02/2020,7:29:06
M,62,9429,431,01/02/2020,7:25:07,377,01/02/2020,7:36:04
M,36,11322,46,01/02/2020,7:25:43,39,01/02/2020,7:28:20
M,61,4339,53,01/02/2020,7:27:20,57,01/02/2020,7:29:35
F,26,11492,32,01/02/2020,7:27:39,15,01/02/2020,7:36:43
F,51,12344,326,01/02/2020,7:27:40,352,01/02/2020,7:33:50
M,29,8936,189,01/02/2020,7:28:13,185,01/02/2020,7:31:53
M,40,11581,119,01/02/2020,7:28:28,3,01/02/2020,7:32:55
M,30,11278,77,01/02/2020,7:28:32,185,01/02/2020,7:34:54
M,31,2552,288,01/02/2020,7:28:35,46,01/02/2020,7:43:25
F,26,10752,77,01/02/2020,7:28:42,185,01/02/2020,7:34:46
M,70,11709,7,01/02/2020,7:29:08,453,01/02/2020,7:49:31
M,25,9835,26,01/02/2020,7:29:28,149,01/02/2020,9:20:23
M,30,7922,171,01/02/2020,7:29:58,305,01/02/2020,7:35:32
M,21,8124,348,01/02/2020,7:30:33,177,01/02/2020,7:41:12
M,33,1859,271,01/02/2020,7:30:58,90,01/02/2020,7:47:16
M,24,12149,189,01/02/2020,7:31:13,185,01/02/2020,7:34:39
F,29,7495,50,01/02/2020,7:31:29,38,01/02/2020,7:34:33
M,26,7770,271,01/02/2020,7:32:01,52,01/02/2020,7:40:35
M,57,8682,272,01/02/2020,7:32:15,107,01/02/2020,7:53:02
M,32,7385,271,01/02/2020,7:32:19,152,01/02/2020,7:51:34
M,51,11373,60,01/02/2020,7:32:46,447,01/02/2020,7:36:29
M,45,9586,107,01/02/2020,7:32:48,271,01/02/2020,7:44:06
M,32,7733,146,01/02/2020,7:33:01,163,01/02/2020,7:41:45
M,36,8140,86,01/02/2020,7:33:22,119,01/02/2020,7:38:22
F,28,9052,72,01/02/2020,7:33:31,53,01/02/2020,7:38:29
M,24,10871,154,01/02/2020,7:33:37,292,01/02/2020,7:41:24
M,62,7815,146,01/02/2020,7:33:48,165,01/02/2020,7:38:38
M,59,3995,383,01/02/2020,7:33:57,385,01/02/2020,7:38:10
M,39,9839,25,01/02/2020,7:34:03,271,01/02/2020,7:54:53
M,29,10868,264,01/02/2020,7:34:07,118,01/02/2020,7:42:00
M,32,8904,7,01/02/2020,7:34:08,176,01/02/2020,7:49:32
M,30,9636,256,01/02/2020,7:34:37,20,01/02/2020,7:54:05
F,41,12318,173,01/02/2020,7:34:41,69,01/02/2020,7:50:58
M,31,6977,287,01/02/2020,7:34:48,121,01/02/2020,7:50:30
M,38,10748,25,01/02/2020,7:34:49,271,01/02/2020,7:55:00
M,22,12094,317,01/02/2020,7:35:21,340,01/02/2020,7:41:45
M,39,11161,103,01/02/2020,7:35:41,103,01/02/2020,8:11:05
M,26,7704,341,01/02/2020,7:35:59,302,01/02/2020,7:44:11
M,22,7057,271,01/02/2020,7:36:13,90,01/02/2020,8:04:42
M,22,8263,148,01/02/2020,7:36:41,145,01/02/2020,7:38:54
M,25,11213,52,01/02/2020,7:36:57,246,01/02/2020,7:57:14
M,23,8372,351,01/02/2020,7:37:25,304,01/02/2020,7:45:28
M,64,9409,164,01/02/2020,7:37:26,38,01/02/2020,7:45:50
F,21,11604,388,01/02/2020,7:37:55,177,01/02/2020,7:59:59
M,42,7090,26,01/02/2020,7:37:56,125,01/02/2020,7:47:32
M,30,9552,153,01/02/2020,7:38:16,156,01/02/2020,7:40:15
M,54,8876,148,01/02/2020,7:38:22,130,01/02/2020,7:43:29
M,38,9702,265,01/02/2020,7:38:32,34,01/02/2020,7:46:20
M,38,12482,67,01/02/2020,7:38:36,67,01/02/2020,7:50:42
M,55,11567,363,01/02/2020,7:38:44,346,01/02/2020,7:52:15
M,34,7972,171,01/02/2020,7:38:45,218,01/02/2020,7:55:47
M,62,8554,377,01/02/2020,7:38:48,336,01/02/2020,7:47:42
M,29,10865,447,01/02/2020,7:38:52,158,01/02/2020,7:49:01
M,33,8466,145,01/02/2020,7:38:57,297,01/02/2020,7:53:44
F,23,8805,470,01/02/2020,7:39:05,77,01/02/2020,7:55:34
M,27,8460,21,01/02/2020,7:39:16,84,01/02/2020,7:49:50
M,65,15014,445,01/02/2020,7:39:16,445,01/02/2020,8:18:04
M,28,9149,271,01/02/2020,7:39:18,480,01/02/2020,7:57:38
M,48,9483,468,01/02/2020,7:39:19,208,01/02/2020,7:56:19
M,26,10899,263,01/02/2020,7:39:21,477,01/02/2020,7:52:08
M,40,12045,271,01/02/2020,7:39:31,242,01/02/2020,8:05:06
F,40,10126,85,01/02/2020,7:39:37,56,01/02/2020,7:52:54
M,28,8090,1,01/02/2020,7:39:39,271,01/02/2020,7:49:43
M,31,11804,340,01/02/2020,7:39:41,325,01/02/2020,7:46:05
M,36,9799,128,01/02/2020,7:39:54,29,01/02/2020,7:46:32
M,57,10318,208,01/02/2020,7:40:03,455,01/02/2020,8:00:02
M,27,11514,21,01/02/2020,7:40:19,6,01/02/2020,7:47:09
M,26,9635,436,01/02/2020,7:40:23,416,01/02/2020,7:43:28
M,26,11794,86,01/02/2020,7:40:32,195,01/02/2020,7:54:18
M,28,6776,433,01/02/2020,7:40:37,341,01/02/2020,7:50:44
F,28,11973,358,01/02/2020,7:40:38,361,01/02/2020,7:46:23
M,44,10944,133,01/02/2020,7:40:46,149,01/02/2020,7:47:24
M,22,9364,127,01/02/2020,7:40:54,217,01/02/2020,8:00:19
M,23,9031,271,01/02/2020,7:40:59,41,01/02/2020,7:46:55
M,46,7981,53,01/02/2020,7:41:06,18,01/02/2020,7:54:47
M,41,8024,271,01/02/2020,7:41:19,302,01/02/2020,8:04:19
M,64,9027,65,01/02/2020,7:41:33,90,01/02/2020,8:01:04
M,31,11974,192,01/02/2020,7:42:09,451,01/02/2020,7:54:08
F,31,12297,119,01/02/2020,7:42:10,141,01/02/2020,7:48:40
F,27,11472,5,01/02/2020,7:42:24,86,01/02/2020,7:47:57
M,43,12070,40,01/02/2020,7:42:24,59,01/02/2020,7:48:21
M,32,10609,62,01/02/2020,7:42:30,64,01/02/2020,7:48:59
F,25,4259,405,01/02/2020,7:42:47,338,01/02/2020,7:50:47
M,41,7401,187,01/02/2020,7:42:50,83,01/02/2020,7:49:24
M,31,8629,387,01/02/2020,7:42:51,352,01/02/2020,7:52:04
F,55,9082,480,01/02/2020,7:42:56,255,01/02/2020,8:03:24
M,26,9088,444,01/02/2020,7:43:37,363,01/02/2020,8:04:04
F,20,12289,448,01/02/2020,7:43:45,72,01/02/2020,8:01:23
M,36,7055,78,01/02/2020,7:43:48,14,01/02/2020,8:00:22
M,27,7407,227,01/02/2020,7:43:50,243,01/02/2020,7:53:41
M,32,11085,183,01/02/2020,7:43:51,9,01/02/2020,7:53:48
M,41,8939,183,01/02/2020,7:44:04,9,01/02/2020,7:53:41
M,51,12407,53,01/02/2020,7:44:06,83,01/02/2020,7:49:02
M,51,12272,271,01/02/2020,7:44:11,18,01/02/2020,7:54:14
M,40,4280,281,01/02/2020,7:44:14,317,01/02/2020,7:56:05
M,31,10568,380,01/02/2020,7:44:15,443,01/02/2020,7:55:17
M,37,8016,183,01/02/2020,7:44:17,174,01/02/2020,7:52:13
M,35,8023,297,01/02/2020,7:44:18,130,01/02/2020,7:57:34
M,57,8634,96,01/02/2020,7:44:36,119,01/02/2020,7:53:34
M,35,6895,187,01/02/2020,7:45:00,37,01/02/2020,7:52:18
F,29,11649,183,01/02/2020,7:45:04,18,01/02/2020,7:51:06
M,31,9954,431,01/02/2020,7:45:07,402,01/02/2020,7:50:02
M,39,8044,47,01/02/2020,7:45:11,37,01/02/2020,7:50:41
M,36,11670,2,01/02/2020,7:45:23,161,01/02/2020,7:57:23
M,28,7022,136,01/02/2020,7:45:31,30,01/02/2020,7:51:58
F,32,6850,74,01/02/2020,7:45:40,84,01/02/2020,7:50:07
M,37,12247,74,01/02/2020,7:45:54,84,01/02/2020,7:49:58
M,59,9252,271,01/02/2020,7:45:57,7,01/02/2020,8:01:51
M,43,9439,465,01/02/2020,7:46:01,242,01/02/2020,7:51:52
F,44,8823,151,01/02/2020,7:46:12,80,01/02/2020,7:53:54
M,62,10179,121,01/02/2020,7:46:18,116,01/02/2020,7:51:15
M,52,8204,125,01/02/2020,7:46:20,85,01/02/2020,7:56:46
F,74,4055,73,01/02/2020,7:46:20,177,01/02/2020,7:54:10
M,19,10874,158,01/02/2020,7:46:35,149,01/02/2020,7:50:37
F,45,11584,36,01/02/2020,7:46:37,152,01/02/2020,7:55:48
M,68,9722,38,01/02/2020,7:46:42,71,01/02/2020,8:00:53
M,41,9948,59,01/02/2020,7:46:47,83,01/02/2020,7:51:42
F,28,4068,254,01/02/2020,7:47:02,86,01/02/2020,7:53:28
M,32,7234,49,01/02/2020,7:47:18,80,01/02/2020,7:53:07
F,41,10460,39,01/02/2020,7:47:49,28,01/02/2020,7:53:59
F,27,9044,77,01/02/2020,7:48:05,118,01/02/2020,8:07:06
M,24,8222,154,01/02/2020,7:48:06,293,01/02/2020,7:55:10
F,26,4336,295,01/02/2020,7:48:13,325,01/02/2020,7:56:13
M,22,8614,154,01/02/2020,7:48:18,59,01/02/2020,7:53:15
M,30,11701,1,01/02/2020,7:48:22,174,01/02/2020,7:54:53
M,25,6961,35,01/02/2020,7:48:24,141,01/02/2020,7:55:12
M,25,11915,385,01/02/2020,7:48:36,304,01/02/2020,8:01:39
F,39,11002,77,01/02/2020,7:48:38,59,01/02/2020,7:57:33
F,43,8578,161,01/02/2020,7:48:50,150,01/02/2020,7:53:10
M,32,8630,299,01/02/2020,7:49:09,302,01/02/2020,7:53:04
M,47,8888,280,01/02/2020,7:49:12,149,01/02/2020,7:56:22
M,26,11623,416,01/02/2020,7:49:19,436,01/02/2020,7:53:17
M,41,11417,31,01/02/2020,7:49:30,195,01/02/2020,8:03:19
M,42,9072,183,01/02/2020,7:49:41,148,01/02/2020,8:07:48
F,41,6766,229,01/02/2020,7:49:59,195,01/02/2020,8:00:04
M,34,7027,125,01/02/2020,7:50:06,64,01/02/2020,8:02:32
F,28,11074,4,01/02/2020,7:50:07,44,01/02/2020,7:58:29
M,30,11641,158,01/02/2020,7:50:10,146,01/02/2020,7:56:00
F,27,6820,308,01/02/2020,7:50:23,373,01/02/2020,8:06:27
M,29,10325,276,01/02/2020,7:50:33,425,01/02/2020,8:08:44
M,24,7583,465,01/02/2020,7:50:39,197,01/02/2020,7:56:47
F,25,4225,136,01/02/2020,7:50:45,129,01/02/2020,7:53:46
M,39,9287,265,01/02/2020,7:51:04,265,01/02/2020,8:03:47
M,23,15135,260,01/02/2020,7:51:17,139,01/02/2020,8:03:40
M,28,6864,168,01/02/2020,7:51:18,186,01/02/2020,8:00:15
M,42,11579,203,01/02/2020,7:51:19,205,01/02/2020,7:58:19
M,35,9195,271,01/02/2020,7:51:22,118,01/02/2020,8:00:21
M,41,7116,133,01/02/2020,7:51:28,151,01/02/2020,8:00:30
F,49,12454,38,01/02/2020,7:51:35,27,01/02/2020,7:58:55
M,26,11829,179,01/02/2020,7:51:47,186,01/02/2020,8:00:29
M,29,9047,271,01/02/2020,7:51:57,107,01/02/2020,8:01:26
M,36,11692,38,01/02/2020,7:52:01,59,01/02/2020,7:56:05
M,34,7854,475,01/02/2020,7:52:02,43,01/02/2020,8:11:47
M,44,10915,173,01/02/2020,7:52:03,154,01/02/2020,7:59:37
M,18,11935,49,01/02/2020,7:52:08,79,01/02/2020,7:58:17
F,39,4233,141,01/02/2020,7:52:21,158,01/02/2020,7:57:18
F,40,12357,121,01/02/2020,7:52:29,119,01/02/2020,7:56:33
M,26,8874,363,01/02/2020,7:52:31,390,01/02/2020,7:59:43
M,50,11807,341,01/02/2020,7:52:33,301,01/02/2020,8:03:58
M,25,9878,135,01/02/2020,7:52:35,136,01/02/2020,7:56:41
F,22,11569,68,01/02/2020,7:52:38,137,01/02/2020,8:02:02
F,32,10660,111,01/02/2020,7:52:38,13,01/02/2020,8:02:34
M,23,7058,1,01/02/2020,7:52:40,27,01/02/2020,7:59:24
M,51,7239,384,01/02/2020,7:52:42,350,01/02/2020,7:58:59
F,45,4075,106,01/02/2020,7:52:44,262,01/02/2020,7:58:57
M,52,15310,190,01/02/2020,7:52:50,327,01/02/2020,8:04:41
M,27,7712,68,01/02/2020,7:52:50,137,01/02/2020,8:02:00
F,30,12131,167,01/02/2020,7:53:01,72,01/02/2020,7:57:45
M,37,1954,73,01/02/2020,7:53:02,54,01/02/2020,7:56:33
M,37,10783,259,01/02/2020,7:53:04,15,01/02/2020,8:02:19
M,35,8653,1,01/02/2020,7:53:04,27,01/02/2020,7:59:21
F,27,8238,52,01/02/2020,7:53:07,273,01/02/2020,7:58:47
M,18,9781,384,01/02/2020,7:53:10,417,01/02/2020,7:56:49
M,28,11301,158,01/02/2020,7:53:22,141,01/02/2020,7:57:21
M,65,10227,447,01/02/2020,7:53:52,54,01/02/2020,7:58:33
M,24,11123,333,01/02/2020,7:53:57,94,01/02/2020,8:22:24
M,39,8453,96,01/02/2020,7:54:02,107,01/02/2020,8:17:26
M,28,11703,110,01/02/2020,7:54:24,147,01/02/2020,8:04:55
M,29,8752,158,01/02/2020,7:54:28,14,01/02/2020,8:14:52
M,33,2735,220,01/02/2020,7:54:32,197,01/02/2020,8:00:31
M,39,3964,255,01/02/2020,7:54:41,115,01/02/2020,8:02:17
F,30,11108,72,01/02/2020,7:54:46,179,01/02/2020,7:59:24
M,37,11428,185,01/02/2020,7:54:53,100,01/02/2020,8:30:57
F,38,12522,145,01/02/2020,7:54:53,145,01/02/2020,8:03:52
F,27,9539,36,01/02/2020,7:55:03,57,01/02/2020,7:58:04
M,27,10174,380,01/02/2020,7:55:09,420,01/02/2020,7:59:30
F,36,9464,151,01/02/2020,7:55:14,3,01/02/2020,8:05:29
M,24,7228,85,01/02/2020,7:55:16,31,01/02/2020,8:00:31
M,29,10339,398,01/02/2020,7:55:16,439,01/02/2020,8:01:04
M,37,10738,84,01/02/2020,7:55:16,73,01/02/2020,8:13:34
M,37,10593,119,01/02/2020,7:55:18,387,01/02/2020,8:35:43
F,33,10041,36,01/02/2020,7:55:19,39,01/02/2020,8:00:57
M,49,11377,114,01/02/2020,7:55:22,29,01/02/2020,8:02:21
M,34,7912,25,01/02/2020,7:55:40,151,01/02/2020,8:07:56
M,29,4297,135,01/02/2020,7:55:42,127,01/02/2020,8:00:56
M,30,9418,158,01/02/2020,7:56:00,141,01/02/2020,8:00:50
M,47,4245,86,01/02/2020,7:56:03,2,01/02/2020,8:07:45
M,33,11286,368,01/02/2020,7:56:11,372,01/02/2020,8:01:14
F,26,7094,124,01/02/2020,7:56:35,34,01/02/2020,8:05:35
M,61,3281,16,01/02/2020,7:56:40,52,01/02/2020,8:09:06
F,20,11898,124,01/02/2020,7:56:59,34,01/02/2020,8:05:25
M,25,8974,163,01/02/2020,7:56:59,259,01/02/2020,8:17:09
M,26,11499,476,01/02/2020,7:57:03,249,01/02/2020,8:07:01
M,41,10488,41,01/02/2020,7:57:05,256,01/02/2020,8:01:57
F,27,11089,11,01/02/2020,7:57:39,130,01/02/2020,8:10:38
F,25,8218,113,01/02/2020,7:58:11,113,01/02/2020,8:06:14
M,38,8016,174,01/02/2020,7:58:26,473,01/02/2020,8:08:05
F,25,9171,322,01/02/2020,7:58:49,340,01/02/2020,8:00:46
M,31,10066,103,01/02/2020,7:59:21,118,01/02/2020,8:08:57
M,22,8091,396,01/02/2020,7:59:27,177,01/02/2020,8:23:11
M,29,11630,174,01/02/2020,7:59:32,85,01/02/2020,8:05:57
F,36,9545,73,01/02/2020,8:00:03,72,01/02/2020,8:03:15
M,34,8086,69,01/02/2020,8:00:05,162,01/02/2020,8:05:47
M,73,8831,62,01/02/2020,8:00:33,70,01/02/2020,8:04:42
F,61,11883,297,01/02/2020,8:00:37,281,01/02/2020,8:03:19
M,21,11694,42,01/02/2020,8:01:12,72,01/02/2020,8:10:10
M,29,4200,348,01/02/2020,8:01:26,288,01/02/2020,8:07:40
M,31,8288,16,01/02/2020,8:01:32,32,01/02/2020,8:05:02
M,26,10790,163,01/02/2020,8:01:41,317,01/02/2020,8:10:11
M,48,7528,156,01/02/2020,8:01:41,156,01/02/2020,8:29:38
F,33,4156,159,01/02/2020,8:02:11,141,01/02/2020,8:08:15
M,53,4385,384,01/02/2020,8:02:23,266,01/02/2020,8:36:29
F,31,10831,77,01/02/2020,8:02:25,74,01/02/2020,8:06:10
M,25,7393,41,01/02/2020,8:02:58,17,01/02/2020,8:12:37
M,62,7629,3,01/02/2020,8:02:58,107,01/02/2020,8:11:37
M,35,10180,99,01/02/2020,8:03:08,15,01/02/2020,8:16:36
M,43,10433,1,01/02/2020,8:03:23,1,01/02/2020,8:14:43
M,26,10881,186,01/02/2020,8:03:23,31,01/02/2020,8:37:44
M,40,12489,72,01/02/2020,8:03:30,45,01/02/2020,8:08:43
F,27,10158,448,01/02/2020,8:03:47,124,01/02/2020,8:12:03
M,55,12086,5,01/02/2020,8:03:51,5,01/02/2020,8:13:45
F,23,10799,35,01/02/2020,8:03:56,6,01/02/2020,8:08:42
M,28,9157,363,01/02/2020,8:04:09,305,01/02/2020,8:13:24
F,23,15004,241,01/02/2020,8:04:32,454,01/02/2020,8:13:35
M,32,8764,54,01/02/2020,8:04:37,38,01/02/2020,8:07:23
M,63,9090,244,01/02/2020,8:04:48,244,01/02/2020,8:10:44
M,43,10697,135,01/02/2020,8:04:52,266,01/02/2020,8:26:45
M,61,15244,257,01/02/2020,8:04:53,449,01/02/2020,8:28:20
M,42,9273,18,01/02/2020,8:05:03,1,01/02/2020,8:17:00
F,25,4258,182,01/02/2020,8:05:22,157,01/02/2020,8:13:38
M,34,10089,188,01/02/2020,8:05:29,177,01/02/2020,8:12:32
M,30,6984,310,01/02/2020,8:05:33,68,01/02/2020,8:14:06
M,28,7522,165,01/02/2020,8:05:42,163,01/02/2020,8:09:16
F,47,7853,385,01/02/2020,8:06:02,363,01/02/2020,8:10:04
F,48,10598,286,01/02/2020,8:06:08,305,01/02/2020,8:10:15
M,38,9885,389,01/02/2020,8:06:11,385,01/02/2020,8:09:28
M,33,8698,146,01/02/2020,8:06:36,165,01/02/2020,8:12:29
M,27,9826,237,01/02/2020,8:07:02,212,01/02/2020,8:12:52
M,67,7213,357,01/02/2020,8:07:04,359,01/02/2020,8:12:25
M,41,8512,126,01/02/2020,8:07:08,136,01/02/2020,8:10:11
M,31,11592,317,01/02/2020,8:07:19,70,01/02/2020,8:19:08
M,33,11391,347,01/02/2020,8:07:29,395,01/02/2020,8:15:48
M,35,7690,317,01/02/2020,8:07:34,70,01/02/2020,8:19:11
M,27,1831,52,01/02/2020,8:07:34,99,01/02/2020,8:12:23
M,29,4148,40,01/02/2020,8:07:37,303,01/02/2020,8:24:53
M,49,10882,25,01/02/2020,8:07:39,26,01/02/2020,8:14:38
M,33,10913,106,01/02/2020,8:07:40,262,01/02/2020,8:12:41
M,32,9337,229,01/02/2020,8:07:46,231,01/02/2020,8:11:41
F,41,12277,79,01/02/2020,8:07:46,72,01/02/2020,8:10:54
M,36,8529,208,01/02/2020,8:07:52,206,01/02/2020,8:13:11
M,34,7392,107,01/02/2020,8:07:55,133,01/02/2020,8:17:35
F,34,10857,66,01/02/2020,8:08:12,37,01/02/2020,8:15:15
M,37,8098,187,01/02/2020,8:08:21,36,01/02/2020,8:19:08
M,33,7224,271,01/02/2020,8:08:23,242,01/02/2020,8:48:23
M,47,7398,140,01/02/2020,8:08:31,59,01/02/2020,8:13:39
M,38,4012,271,01/02/2020,8:09:06,259,01/02/2020,8:14:38
M,30,10998,103,01/02/2020,8:09:10,149,01/02/2020,8:21:58
M,39,7204,450,01/02/2020,8:09:38,15,01/02/2020,8:26:46
F,37,8644,319,01/02/2020,8:09:44,295,01/02/2020,8:13:15
M,40,7233,171,01/02/2020,8:09:46,136,01/02/2020,8:19:30
F,35,7653,96,01/02/2020,8:09:49,116,01/02/2020,8:17:30
M,50,7541,405,01/02/2020,8:09:58,340,01/02/2020,8:18:03
M,26,15284,155,01/02/2020,8:10:02,296,01/02/2020,8:18:46
M,32,8828,1,01/02/2020,8:10:12,121,01/02/2020,8:16:43
M,44,11920,447,01/02/2020,8:10:16,64,01/02/2020,8:18:11
M,53,4150,111,01/02/2020,8:10:37,256,01/02/2020,8:21:09
M,32,11718,271,01/02/2020,8:10:41,217,01/02/2020,8:26:15
M,53,8208,28,01/02/2020,8:10:51,217,01/02/2020,8:18:56
M,43,11572,59,01/02/2020,8:10:51,121,01/02/2020,8:20:16
M,38,8477,117,01/02/2020,8:10:59,19,01/02/2020,8:13:27
M,29,9532,27,01/02/2020,8:11:00,15,01/02/2020,8:15:59
F,58,11929,438,01/02/2020,8:11:06,414,01/02/2020,8:14:33
M,39,7042,212,01/02/2020,8:11:07,57,01/02/2020,8:32:22
F,57,11836,336,01/02/2020,8:11:23,305,01/02/2020,8:22:25
F,36,4330,385,01/02/2020,8:11:26,280,01/02/2020,8:37:43
M,48,15021,449,01/02/2020,8:11:27,33,01/02/2020,8:15:22
F,22,8209,185,01/02/2020,8:11:31,186,01/02/2020,8:15:55
M,25,11177,166,01/02/2020,8:11:45,43,01/02/2020,8:35:42
M,27,6948,271,01/02/2020,8:11:55,27,01/02/2020,8:22:43
M,27,11375,443,01/02/2020,8:11:58,440,01/02/2020,8:16:41
M,36,10097,24,01/02/2020,8:12:01,25,01/02/2020,8:34:47
F,27,8260,385,01/02/2020,8:12:02,401,01/02/2020,8:23:20
M,42,9160,271,01/02/2020,8:12:06,263,01/02/2020,8:26:34
M,20,9906,341,01/02/2020,8:12:12,369,01/02/2020,8:22:43
M,42,12472,156,01/02/2020,8:12:14,157,01/02/2020,8:14:39
F,32,11620,91,01/02/2020,8:12:35,133,01/02/2020,8:23:27
M,29,11279,28,01/02/2020,8:12:35,27,01/02/2020,8:18:36
F,31,868,433,01/02/2020,8:12:54,432,01/02/2020,8:18:14
M,36,7546,138,01/02/2020,8:13:10,126,01/02/2020,8:19:05
M,44,11997,102,01/02/2020,8:13:12,96,01/02/2020,8:16:51
M,49,7513,118,01/02/2020,8:13:24,15,01/02/2020,8:20:08
F,25,10341,40,01/02/2020,8:13:38,127,01/02/2020,8:18:39
M,41,7689,1,01/02/2020,8:13:41,89,01/02/2020,8:29:21
F,19,4325,72,01/02/2020,8:13:59,60,01/02/2020,8:16:54
M,29,7211,164,01/02/2020,8:13:59,158,01/02/2020,8:20:38
M,20,6849,125,01/02/2020,8:14:02,129,01/02/2020,8:23:47
M,44,8215,271,01/02/2020,8:14:11,34,01/02/2020,8:26:38
M,24,11173,288,01/02/2020,8:14:28,305,01/02/2020,8:20:44
F,59,7039,269,01/02/2020,8:14:31,85,01/02/2020,8:25:27
M,47,9667,135,01/02/2020,8:14:42,56,01/02/2020,8:21:20
M,36,10540,292,01/02/2020,8:14:53,393,01/02/2020,8:27:11
M,38,7433,20,01/02/2020,8:15:03,13,01/02/2020,8:24:43
M,25,10956,287,01/02/2020,8:15:10,389,01/02/2020,8:27:45
M,30,7794,474,01/02/2020,8:15:18,174,01/02/2020,8:25:37
M,32,7217,174,01/02/2020,8:15:25,19,01/02/2020,8:24:25
M,33,11754,133,01/02/2020,8:15:38,42,01/02/2020,8:26:01
M,36,12030,230,01/02/2020,8:16:00,231,01/02/2020,8:21:01
M,53,4066,292,01/02/2020,8:16:24,425,01/02/2020,8:31:18
M,56,11990,266,01/02/2020,8:16:28,113,01/02/2020,8:28:00
M,32,12373,476,01/02/2020,8:16:30,205,01/02/2020,8:20:18
M,25,4226,271,01/02/2020,8:16:34,204,01/02/2020,8:41:19
F,31,7605,126,01/02/2020,8:17:00,126,01/02/2020,8:20:33
F,31,10063,356,01/02/2020,8:17:10,393,01/02/2020,8:23:43
M,31,2837,282,01/02/2020,8:17:42,413,01/02/2020,8:34:06
M,51,8377,474,01/02/2020,8:17:49,471,01/02/2020,8:20:35
M,44,11699,333,01/02/2020,8:17:53,347,01/02/2020,8:22:27
M,29,4285,228,01/02/2020,8:18:36,460,01/02/2020,8:26:16
M,32,8312,299,01/02/2020,8:18:46,331,01/02/2020,8:35:45
M,34,8955,255,01/02/2020,8:18:58,40,01/02/2020,8:33:21
M,27,10878,228,01/02/2020,8:19:07,227,01/02/2020,8:24:43
M,32,7189,146,01/02/2020,8:19:12,79,01/02/2020,8:24:43
M,31,10643,21,01/02/2020,8:19:12,163,01/02/2020,8:31:49
F,29,7290,12,01/02/2020,8:19:14,267,01/02/2020,8:30:45
M,23,8082,119,01/02/2020,8:19:21,121,01/02/2020,8:22:13
M,27,8296,52,01/02/2020,8:19:26,17,01/02/2020,8:31:29
M,27,8202,73,01/02/2020,8:19:27,72,01/02/2020,8:23:03
F,52,9841,138,01/02/2020,8:19:33,133,01/02/2020,8:22:35
F,42,10088,10,01/02/2020,8:19:33,478,01/02/2020,8:30:25
M,37,10475,43,01/02/2020,8:19:33,89,01/02/2020,8:46:25
F,33,12439,123,01/02/2020,8:19:46,202,01/02/2020,9:01:10
M,26,11510,6,01/02/2020,8:19:53,132,01/02/2020,8:30:15
M,65,7530,141,01/02/2020,8:19:59,133,01/02/2020,8:29:19
M,39,15289,108,01/02/2020,8:20:01,445,01/02/2020,8:58:36
F,57,11925,27,01/02/2020,8:20:07,121,01/02/2020,8:25:28
M,38,7964,86,01/02/2020,8:20:08,6,01/02/2020,8:25:58
M,71,6912,141,01/02/2020,8:20:11,133,01/02/2020,8:26:09
M,73,8531,70,01/02/2020,8:20:29,78,01/02/2020,8:27:47
F,27,7271,130,01/02/2020,8:20:43,31,01/02/2020,8:34:13
M,32,12124,432,01/02/2020,8:20:44,404,01/02/2020,8:27:02
M,36,12260,272,01/02/2020,8:20:46,217,01/02/2020,8:38:59
M,50,15339,300,01/02/2020,8:21:03,260,01/02/2020,8:46:51
F,46,11961,162,01/02/2020,8:21:05,36,01/02/2020,8:33:34
M,41,12113,192,01/02/2020,8:21:05,28,01/02/2020,8:29:00
M,34,7907,133,01/02/2020,8:21:06,133,01/02/2020,8:55:42
M,34,8098,36,01/02/2020,8:21:08,141,01/02/2020,8:31:11
